,Titles,Brands,Prices,Stars,Ratings,Review_Words
943,Plantronics MX100S Earbud with Clip,Plantronics,9.06,3.1,28.0,"['sound quality', 'ear bud', 'volume control', 'cell phone', 'listen to music', 'ears', 'jack', 'earbuds', 'mic', 'fall', 'feature', 'headset', 'hear', 'plug', 'wire', 'cut', 'ipod', 'switch', 'cord', 'player']"
944,JBL Reflect Aware in-Ear Sport Headphones with Lightning (red),JBL,67.32,3.2,61.0,"['noise cancelling', 'noise cancellation', 'sound quality', 'second pair', 'stopped working', 'bose quietcomfort', 'lightning connector', 'great sound', 'ear pieces', 'fit as well', 'quality is good', 'outside noise']"
945,Skullcandy Chops Hanger Earbuds HH26-SKC02 ( Grey and White ),Skullcandy,,3.7,180.0,"['sound quality', 'skullcandy', 'earbuds', 'headphones', 'waste of money', 'stay in place', 'physical activity', 'great price', 'recommend these to anyone', 'gym bag', 'second pair', 'falling apart', 'pair of headphones']"
946,Panasonic RP-HJE100-V Ear Candy in Ear Earphones RPHJE100 Purple,Panasonic,7.99,4.0,0.0,['No Review']
947,Samsung Galaxy Buds True Wireless Earbuds - White,SAMSUNG,94.99,4.4,3445.0,"['sound quality', 'battery life', 'galaxy buds', 'ambient sound', 'stopped working', 'airpods', 'true wireless', 'noise cancellation', 'wireless earbuds', 'international version', 'background noise', 'charging case']"
948,JVC HAFX38W White Marshmallow In-Ear headphones,JVC,18.75,3.8,26.0,['No Review']
949,SONY Wireless Noise-Canceling Headphones WF-1000X (International version/seller warranty) Gold,Sony,,3.2,40.0,['No Review']
950,"Sennheiser IE 80S BT Audiophile in-Ear Bluetooth Headphone, Black",Sennheiser Consumer Audio,299.95,3.3,24.0,"['sound quality', 'battery life', 'background noise', 'smart control', 'listening to music', 'control app', 'bluetooth headphones', 'price range', 'sennheiser', 'bass', 'audio', 'earbuds', 'earphones', 'wired']"
951,JVC HAENR15 Gumy Sport In Ear Headphones with Remote and Microphone - Pink,JVC,23.66,3.4,5.0,['No Review']
952,Pioneer SE-C3T-B Black in-Ear Headphones,Pioneer,29.99,4.3,16.0,['No Review']
953,"Monster Wireless Headphones,Isport Solitaire Bluetooth Earbuds IPX5 Water Resistant,Bluetooth 5.0 in-Ear Sport Magnetic Connection Earphones with Mic ,HD Stereo Headset for Gym,Workout,Running",Monster,39.99,4.4,163.0,"['sound quality', 'battery life', 'around your neck', 'light weight', 'earbuds', 'micro usb', 'turbo mode', 'great value', 'stay in place', 'bluetooth headphones', 'easy to use', 'neck band', 'ear tips', 'feel like']"
954,JVC HAFX1X Headphone Xtreme-Xplosivs,JVC,26.97,4.1,9882.0,"['sound quality', 'highly recommend', 'xtreme xplosives', 'headphones', 'stopped working', 'ever owned', 'another pair', 'skullcandy', 'much better', 'hip hop', 'beats by dre', 'earbud', 'headphones ever', 'bang for your buck']"
955,"Panasonic RP-HJE125-V Headphones, Purple",Panasonic,8.59,4.5,1223.0,"['sound quality', 'small ears', 'great sound', 'noise cancellation', 'low cost', 'hurt my ears', 'year old', 'earbud', 'last long', 'skull candy', 'long time', 'left side', 'best earbuds', 'another pair', 'bang for the buck']"
956,Monster Miles Davis Tribute Jazz In-Ear Headphones (Discontinued by Manufacturer),Monster,,3.1,54.0,"['miles davis', 'turbine pro', 'davis tributes', 'beats by dre', 'carrying cases', 'earbuds', 'in-ear headphones', 'real deal', 'kind of blue', 'bass response', 'sound great', 'listen to music', 'blown away', 'price tag', 'sound quality']"
958,"Sony WF-XB700 EXTRA BASS True Wireless Earbuds Headset/Headphones with mic for phone call Bluetooth Technology, Black (WFXB700/B)",Sony,,4.3,1076.0,"['battery life', 'sound quality', 'extra bass', 'wireless earbuds', 'charging case', 'right earbud', 'noise cancellation', 'price point', 'really good', 'airpods pro', 'great sound', 'use the right', 'true wireless']"
959,Philips SHQ1200 ActionFit Sports In-the-ear Headphone (Orange and Grey),PHILIPS,,3.6,3193.0,['No Review']
960,JBL Endurance Dive Waterproof Wireless In-Ear Sports Headphones with Built-in Mp3 Player (Blue) (Renewed),Amazon Renewed,69.99,3.5,2.0,['No Review']
961,JBL Inspire 100 In-Ear Sport Headphones Red / Black,JBL,16.58,3.2,103.0,['No Review']
962,Shure E2 Sound Isolating Earphones,Shure,299.99,3.8,890.0,"['sound quality', 'ear canal', 'much better', 'sound isolation', 'bass response', 'outside noise', 'flex sleeves', 'year warranty', 'foam sleeves', 'noise cancelling', 'make sure', 'sound isolating', 'ambient noise']"
963,Sony MDRAS600BT Active Sports Bluetooth Headset (Black),Sony,,3.7,297.0,"['sound quality', 'battery life', 'stopped working', 'stay put', 'button control', 'good sound', 'sound great', 'background hiss', 'single button', 'outside noise', 'bluetooth headphones', 'easy to use', 'great battery']"
964,"Pioneer Wireless Sweat-Resistant Sports Earphone, Gray SE-E7BT(H)",Pioneer,,3.4,141.0,['No Review']
965,"Pioneer in-Ear Wireless Headphones, Gold, SE-C7BT(G)",Pioneer,59.99,3.4,7.0,['No Review']
966,"Skullcandy Ink'd 2.0 in-Ear Earbud - Camo, Green",Skullcandy,14.99,4.4,268.0,"['sound quality', 'ear', 'headphones', 'earbuds', 'candy']"
967,JVC Stereo in-Ear Lightweight Water-Resistant Active Sport Headphones (Silver),JVC,,,0.0,['No Review']
968,JBL Live 200 In-Ear Neckband Wireless Headphone - Blue (Renewed),Amazon Renewed,49.95,,0.0,['No Review']
969,JBL Synchros E10 In-Ear Headphones (White),JBL,29.87,3.1,9.0,['No Review']
970,Powerbeats3 Wireless In-Ear Headphones - Flash Blue (Renewed),Amazon Renewed,89.49,3.9,235.0,"['sound quality', 'battery life', 'save your money', 'hold a charge', 'like new', 'great sound', 'refurbished headphones', 'quality are great', 'ear', 'bluetooth', 'volume', 'hear', 'missing', 'anymore', 'cutting']"
971,JVC HAF160R Gumy Headphones -Rasberry Red,JVC,14.25,4.4,194.0,['No Review']
972,Sony MDRAS200 Active Sports Headphones (White),Sony,12.99,4.1,1478.0,"['sound quality', 'stopped working', 'sports headphones', 'ear canal', 'around the ear', 'active sports', 'second pair', 'stay put', 'pretty good', 'another pair', 'waste of money', 'earbud', 'good for the price']"
973,"JBL TUNE 220TWS - True Wireless In-Ear Bluetooth Headphones with Microphone, Wireless Bluetooth Earbuds, up to 19 Hours Battery, works with Android and Apple iOS (Pink)",JBL,99.95,3.8,382.0,"['battery life', 'sound quality', 'apple airpods', 'earbuds', 'phone calls', 'stopped working', 'price point', 'waste your money', 'noise cancelling', 'around the house', 'hard plastic', 'ear canals', 'listen to podcasts']"
974,Shure SE535LTD+BT1 Limited Edition Wireless Sound Isolating Earphones with Bluetooth Enabled Communication Cable (Renewed),Amazon Renewed,429.99,,0.0,['No Review']
975,JVC HAENR15 Gumy Sport In Ear Headphones with Remote and Microphone - Black,JVC,,3.8,9.0,['No Review']
976,Sony MDR-EX37B/BLK Earbud Style Headphones,Sony,,4.0,551.0,"['sound quality', 'stopped working', 'another pair', 'long time', 'earbuds ever', 'last long', 'still work', 'ever owned', 'sound good', 'price range', 'highly recommend', 'much better', 'great price', 'years ago']"
977,Sony MDR-XB50AP Extra Bass in-Ear Headphones (Black) with Knox Gear Earphone Case Bundle (2 Items),Sony,49.99,,0.0,['No Review']
978,JBL Everest 110 In-Ear Wireless Bluetooth Headphones (Silver),JBL,43.66,3.8,8.0,['No Review']
979,"Koss KEB15i In-Ear Headphone, Purple",Koss,14.99,3.9,14.0,['No Review']
980,Powerbeats Pro Totally Wireless Earphones - Apple H1 Chip - Navy with AppleCare+ Bundle,Beats,228.95,4.5,35.0,['No Review']
981,JVC HAFX38MB Black Marshmallow in-Ear Headphones w/Remote/Mic,JVC,24.75,4.1,44.0,['No Review']
982,"JVC HAEN15 Sport Headphones, Wireless, Bluetooth 5.0, Secure and Comfortable Soft Nozzle Fit Ear Pieces, Mic and Remote (Gray)",JVC,29.95,,0.0,['No Review']
983,"Sony MDREX15AP Fashion ColorEX Series in-Ear Headphones with Microphone Bundle (Violet, 10-Pack)",Sony,69.99,,0.0,['No Review']
984,JBL Synchros E10 in-Ear Headphones (Blue),JBL,33.49,4.5,8.0,['No Review']
985,"Monster Wireless Earbuds, Bluetooth 5.0 in-Ear Headphones with Charging Box, subwoofer with TWS Stereo Headphones, Built-in Microphone, Clear Calls, Suitable for Sports",Monster,79.96,4.8,333.0,"['sound quality', 'battery life', 'noise cancellation', 'charging case', 'great sound', 'wireless earbuds', 'long time', 'crystal clear', 'really good', 'right away', 'fully charged', 'ear tips', 'much better', 'top notch']"
986,"Koss RUK 30R Noise Isolating In-Ear Stereophone, Red",Koss,28.69,1.0,0.0,['No Review']
987,Philips Headphone In-Ear Canal Blue SHE9713 - Blue ( Japan Import),PHILIPS,44.0,3.7,90.0,['No Review']
988,PANASONIC RP-HS34-K Sweat-Resistant Sports Earbuds (Black) Consumer Electronics,Panasonic,16.13,,0.0,['No Review']
989,Philips Big Bass in Ear Headphones with Mic - Black (SHE3555BK/27),PHILIPS,9.85,3.9,65.0,['No Review']
990,Koss-headphones Ke10c Coral Stereo Earbuds Slim - Contour Design Soft Rubber Body,Koss,14.43,,0.0,['No Review']
991,Sony Mdr-pq5 Green in-Ear Headphones - Piiq Bass Earbuds Mdrpq5 Green Best Gift Ship Worldwide,Sony,,3.7,13.0,['No Review']
992,JLab Audio JBuds Air Executive True Wireless Bluetooth Earbuds + Charging Case - Black - C3 Calling with Dual Microphones - Long Travel Playtime - Bluetooth 5.0 Connection - 3 EQ Sound Settings,JLAB,69.0,3.7,724.0,"['battery life', 'sound quality', 'left earbud', 'call quality', 'true wireless', 'charging case', 'foam tips', 'touch controls', 'right earbud', 'background noise', 'air executive', 'stopped working', 'noise cancellation']"
993,in-Ear Headphones with Microphone (Pink),JVC,18.29,,0.0,['No Review']
994,Monster MH Cly IE WHCR BT WW Clarity HD in-Ear Bluetooth Headphones - White and Chrome,Monster,74.95,3.9,75.0,"['battery life', 'sound quality', 'sound great', 'headphones', 'beats', 'bluetooth', 'bose', 'gym', 'range', 'cost']"
995,Skullcandy Push True Wireless Earbuds - Psycho Tropical - S2BBW-L638 (Renewed),Amazon Renewed,34.99,3.8,297.0,"['sound quality', 'charging case', 'full charge', 'bang for your buck', 'left ear', 'left earbud', 'wireless earbuds', 'battery life', 'hard time', 'audio quality', 'fit each ear', 'really good', 'great sound', 'ears', 'buds', 'connect']"
996,JVC HAFX103M Green Xtreme Xplosives in-Ear Headphones Original/New Brand,JVC,24.69,3.9,15.0,['No Review']
997,Samsung Wired Stereo EHS70 Massive Sound Earbud 3.5mm universal headset with In-Line Multi-Function Answer/Call Button (Dark Green) (Discontinued by Manufacturer),SAMSUNG,,3.5,22.0,['No Review']
998,Audio Technica ATH-EQ300M PK Pink | Ear-Fit Headphones (Japan Import),Audio-Technica,15.99,4.2,55.0,"['really like', 'sound quality', 'super light', 'headphones we have ever', 'great headphones', 'ear', 'earbuds', 'control', 'earphones', 'pink', 'broke', 'foam', 'glasses', 'lightweight', 'obviously', 'owned']"
999,JVC Bluetooth Wireless Earphone (Black) HA-XC30BT-B【Japan Domestic Genuine Products】【Ships from Japan】,JVC,,,0.0,['No Review']
1000,JVC Gumy Wireless Bluetooth in Ear Headphones- Green,JVC,32.75,3.9,9.0,['No Review']
1001,Monster New Clarity HD Airlinks High Definition True Wireless Earbuds Black,Monster,49.28,3.6,49.0,['No Review']
1002,Philips SHE1405WT in-Ear Headphone Headset With Mic SHE1405 White,PHILIPS,7.99,3.7,8293.0,['No Review']
1003,Panasonic Canal Type Earphone High Resolution Sound Source Compatible RP-HDE5-N （Gold）,Panasonic,114.16,3.8,12.0,['No Review']
1004,JVC HAFX103MW White Xtreme Xplosives in-Ear Headphones Original/New Brand,JVC,,3.2,7.0,['No Review']
1005,Skullcandy Smokin' Buds 2 In-Ear Earbud - Black/Red,Skullcandy,28.45,4.3,748.0,"['earbuds', 'stopped working', 'skullcandy', 'sound quality', 'great sound', 'better than my beats', 'headphones that have been great', 'great headphones', 'earbuds', 'bass', 'ears', 'hear', 'pairs', 'immediately', 'terrible']"
1006,"Plantronics Backbeat Go 2/R Headset, Black (88600-01)",Plantronics,,3.6,47.0,"['battery life', 'ear buds', 'headset', 'bluetooth', 'headphones', 'ears', 'fall', 'gym', 'told']"
1007,JVC HAFX39BTA Marshmallow Wireless in-Ear Headphones Color Blue/New,JVC,,3.4,10.0,['No Review']
1008,In-ear Interchangeable Loop Headphones - Black (Discontinued by Manufacturer),Audio-Technica,29.0,4.0,0.0,['No Review']
1009,JVC HA-F130AN Gumy Headphone (Peppermint Blue) (Discontinued by Manufacturer),JVC,8.9,4.0,127.0,"['sound quality', 'earbuds', 'change their shape', 'still work', 'earbuds that come', 'nothing special', 'pretty good', 'headphones', 'long time', 'hard plastic', 'uncomfortable to wear', 'last long']"
1010,"Samsung Galaxy Buds Live, True Wireless Earbuds w/Active Noise Cancelling (Wireless Charging Case Included), Mystic Black (US Version)",SAMSUNG,169.99,4.1,861.0,"['galaxy buds', 'sound quality', 'noise cancellation', 'buds live', 'battery life', 'airpods pro', 'noise cancelling', 'ear canal', 'active noise', 'call quality', 'much better', 'noise cancelation', 'airpod pros', 'airpods', 'touch controls']"
1011,Panasonic Stereo in-Ear Lightweight Water-Resistant Active Sport Headphones with Mic/Remote for iPhone and iPod (Black),Panasonic,,4.0,4.0,['No Review']
1012,Koss 181066 Keb6i In-Ear Headphones (Pink),Koss,10.59,5.0,0.0,['No Review']
1013,Sony WI-SP600N Premium Waterproof Bluetooth Wireless Extra Bass Sports in-Ear 6 Hr of Playback Headphones/Microphone (White),Sony,49.99,3.8,9.0,['No Review']
1014,Bang & Olufsen Beoplay E8 Premium Truly Wireless Bluetooth Earphones - Charcoal Sand - 1644126,Bang & Olufsen,109.99,3.3,2580.0,"['sound quality', 'transparency mode', 'left earbud', 'bang and olufsen', 'battery life', 'truly wireless', 'bose soundsport', 'wireless earbuds', 'apple airpods', 'soundsport free', 'touch controls', 'left ear']"
1015,"Audio-Technica ATH-CKS550XBTCG Solid Bass Bluetooth Wireless In-Ear Headphones, Champagne-Gold",Audio-Technica,79.0,,0.0,['No Review']
1016,"AKG N5005 Reference Class 5-driver Configuration In-Ear Headphones with Customizable Sound (US Version), Black - GP-N505HAHHAAA",SAMSUNG,,4.3,30.0,"['sound quality', 'eartips', 'quality good', 'akg', 'earphones', 'harman', 'balanced', 'listen', 'shure', 'cable', 'headphones', 'wireless', 'audio', 'range', 'bass']"
1017,Samsung Level in ANC Noise Cancelling Stereo Headset - (Retail Packing),SAMSUNG,29.99,5.0,2.0,['No Review']
1018,JLab Audio Epic Sport Wireless Earbuds | Active Lifestyle 12 Hour Battery Life | Bluetooth 4.2 | IP66 Sweatproof | Built in Microphones | Noise Isolation | Extra Gel Tips & Cush Fins | Gray,JLAB,,2.8,96.0,"['battery life', 'sound quality', 'epic sport', 'second pair', 'sweat a lot', 'stopped charging', 'fit my ears', 'bluetooth headphones', 'stopped working', 'stay in my ear', 'headphones never', 'proprietary charger']"
1019,Stereo Earbud Headphones,Panasonic,,,0.0,['No Review']
1020,"JVC Air Cushion Wireless Earbuds, 6.5-Hour Battery Life, Sweatproof IPX2, 3-Button Remote (Black)",JVC,,,0.0,['No Review']
1021,"Sony WI-C200 Wireless in-Ear Headset/Headphones with mic for Phone Call, White (WIC200/W)",Sony,,4.3,922.0,"['sound quality', 'battery life', 'great sound', 'around your neck', 'ear piece', 'get what you pay', 'price point', 'bluetooth earbuds', 'great battery', 'listening to music', 'work great', 'wireless headphones', 'battery last']"
1022,"Philips Bluetooth Headphone, White (SHB5950WT/27)",PHILIPS,,2.3,2.0,['No Review']
1023,Samsung Galaxy Buds True Wireless Earbuds - White (Renewed),Amazon Renewed,59.99,4.5,1012.0,"['sound quality', 'battery life', 'galaxy buds', 'brand new', 'noise cancellation', 'listen to music', 'worth the money', 'small ears', 'original packaging', 'work well', 'charging case', 'like new', 'easy to use']"
1024,Bang & Olufsen Beoplay E8 2.0 Truly Wireless Bluetooth Earbuds and Charging Case - Natural with Wireless Charging Pad,Bang & Olufsen,305.02,,0.0,['No Review']
1025,JVC Gumy HA-F14-A Stereo Earphones HAF14 Peppermint Blue,JVC,10.98,4.6,82.0,['No Review']
1027,JBL T110 in Ear Headphones White,JBL,,4.5,422.0,['No Review']
1028,"Philips SHE2005BK In-Ear Headphones, Black-Philips by Philips",PHILIPS,12.97,3.3,7.0,['No Review']
1029,JBL Focus 100 Behind-the-Ear Sport Headphones Black,JBL,17.94,3.7,38.0,['No Review']
1030,"JVC HAFR100XB Elation XX Ear Buds, Black",JVC,,4.0,26.0,"['sound quality', 'deep bass', 'earbuds', 'highs', 'mids', 'sounding', 'headphones', 'plus', 'owned']"
1031,Samsung Galaxy Buds True Wireless Earbuds - Black (Renewed),Amazon Renewed,67.0,4.2,1307.0,"['sound quality', 'battery life', 'brand new', 'galaxy buds', 'noise cancellation', 'buy new', 'earbud', 'left earbud', 'ambient sound', 'phone calls', 'waste of money', 'noise cancelling', 'works well']"
1032,"JLab Audio Epic Air Sport True Wireless Bluetooth 5 Earbuds | Headphones for Working Out, IP66 Sweatproof | 10-Hour Battery Life, 60-Hour Charging Case | Music Controls | 3 EQ Sound Settings | Black",JLAB,,4.1,197.0,"['battery life', 'sound quality', 'charging case', 'stopped working', 'outside noise', 'wireless earbuds', 'left earbud', 'stay in my ears', 'earbud', 'touch controls', 'phone calls', 'great battery', 'much base', 'earpiece']"
1033,Jabra Classic EarSet for Phones with a 2.5mm Jack,Jabra,,3.3,8.0,['No Review']
1034,Shure SRH440-A Headphones(International Version),Shure,148.55,4.1,143.0,['No Review']
1035,Philips Ear Buds Model# SHE3590BK,PHILIPS,,3.7,1218.0,['No Review']
1036,JVC HAF160CT Headphones,JVC,,5.0,5.0,['No Review']
1037,Jabra Elite 65t True Wireless Earbuds & Charging Case - Copper Black,Jabra,,4.1,13.0,['No Review']
1038,Panasonic RPHJE190A Headphones,Panasonic,20.99,3.9,138.0,"['sound quality', 'much better', 'earbuds', 'highly recommend', 'fall asleep', 'clear and crisp', 'great sound', 'build quality', 'fit my ear', 'different size', 'fit comfortably', 'look and feel', 'better sound', 'fit perfectly', 'pretty well']"
1039,"PANASONIC Stereo Earbud Headphones with Comfortable, Clear, and Powerful Sound. Includes 3.9 ft Cord with Miniplug 3.5mm Headphone Jack - RP-HV096-K – In Ear Earbuds (Black)",Panasonic,5.99,4.0,1071.0,"['sound quality', 'ear canal', 'job done', 'sound good', 'great sound', 'get what you pay', 'hurt my ears', 'hard plastic', 'great price', 'stopped working', 'much better', 'definitely recommend', 'good for the price']"
1040,JVC HA-FX38M in-Ear Headphones with 1-Button Remote Control and Microphone - Violet (Violet),JVC,,4.4,76.0,['No Review']
